PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,y_alpha,y_beta,g_err_time,r_err_time,i_err_time,z_err_time,y_err_time,g_err_mag,r_err_mag,i_err_mag,z_err_mag,y_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,y_err_alpha,y_err_beta,type,photo_z
1567,59939.29771,59945.40177,59945.52863,59947.85865,59939.27452,-18.546931,-19.935775,-19.939486,-19.878603,-19.847904,-7.411781001,-0.024281804,-6.430464304,0.551378956,-2.788631231,0.654882921,0.4283902,0.330270788,1.450241025,-0.108870021,2.588889952,1.001367018,1.12374263,1.623824442,5.603318138,5.955849707,0.025098415,0.033212029,0.047451358,0.177228347,1.708999355,0.34864774,0.445318062,0.212159622,0.22887901,0.121093502,0.197055067,0.11548546,0.421367062,0.2485331,SN Ia,0.559
1570,,60571.30227,60576.14541,60575.04615,,,-19.460596,-20.012783,-20.132675,,,,-9.126604782,0.425186976,-6.746026974,0.958802227,-1.917685961,1.219242867,,,,2.368537783,1.189673864,2.143754604,,,0.07376602,0.039424774,0.044827171,,,,0.964257119,0.310400942,0.358125554,0.172370617,0.338801344,0.169893273,,,SN Ia,0.929
1578,60278.9879,60275.80258,60285.483,60288.07188,60284.57589,-16.760074,-18.646609,-18.73783,-19.101567,-18.876213,-7.483135152,-0.037575255,-6.066309298,0.531157151,-2.738974501,0.752843204,-0.103650184,0.51218891,1.444639531,-0.132717844,2.660073127,0.584670266,0.868333274,0.775833324,1.639778019,5.709832777,0.027609101,0.026029024,0.031687654,0.937656588,1.765849462,0.357753137,0.613757852,0.206174489,0.268618527,0.1269939,0.257579859,0.132368022,0.458872062,0.279587654,SN Iax,0.582
1589,60182.62082,60184.82882,60187.24681,60180.83037,60183.63026,-19.343904,-19.653897,-19.527122,-19.580692,-18.904509,-6.874823198,0.117815519,-4.095605803,0.415070233,0.056369792,0.400861359,1.119049712,-0.128898779,2.280960579,-0.454075876,4.533352627,0.000695776,2.405132531,1.264490652,2.333025173,0.379476186,0.020622093,0.082606771,0.065858445,0.102616977,0.636573906,0.266519506,0.216559151,0.143390919,0.105943335,0.07281387,0.170821876,0.092621622,0.307634306,0.191113838,SN Ia,0.336
1597,59781.03365,59782.66014,59783.66852,59782.22242,59780.02635,-18.854578,-19.220731,-19.237294,-19.160865,-18.81452,-7.898149253,-0.194093317,-4.205101597,0.523865416,0.158950772,0.419263309,1.452896351,-0.121047954,2.851130607,-0.57030541,0.399385174,0.495495336,0.43352041,0.664796725,1.038292315,0.012219054,0.009842207,0.01180493,0.014130938,0.039057943,0.580693824,0.197739921,0.290682672,0.13970052,0.150930962,0.086209844,0.149230226,0.099519572,0.260732532,0.180577908,SN Ia,0.314
1599,,60628.96072,60628.97601,60628.98691,,,-19.289569,-20.007307,-20.109829,,,,-9.031947648,0.585900094,-7.319747462,1.080055832,-2.33036035,1.19854583,,,,1.873945389,1.080113034,2.064467491,,,0.062246026,0.03240243,0.038584767,,,,1.034390508,0.329757963,0.37360822,0.180335245,0.353909174,0.177197459,,,SN Ia,0.982
1600,60262.92157,60266.4019,60272.99165,60273.82757,,-18.798543,-18.779979,-18.259379,-18.262778,,-6.987916432,0.027558256,-5.994750097,0.486374475,-2.560138737,0.633611498,-0.02275284,0.389495543,,,4.333724589,1.401949472,0.65917148,0,,0.215171777,0.058079523,0.427528227,0.068009553,,1.621305369,0.345621564,0.625920037,0.223326574,0.263757442,0.12713075,0.252713408,0.1313711,,,SN II,0.558
1601,60552.8725,60564.8845,60564.7444,60566.39509,60566.75788,-19.392989,-20.093876,-20.372444,-20.081664,-20.101237,-2.73679319,-0.28434729,-6.945040903,0.482710214,-4.411898069,0.84530148,-1.045749052,0.782443435,1.013702365,0.12795698,14.40017369,1.263923554,1.164304742,1.771093445,4.751841515,0.695965331,0.039170508,0.030750712,0.039189604,0.086400618,1.422087239,0.411976404,0.464008683,0.248516111,0.259260696,0.13947487,0.256589909,0.141165344,0.429034599,0.294307181,SN Ia,0.716
1619,,,60579.70577,60584.70444,,,,-19.845437,-20.414041,,,,,,-9.627304242,1.319512406,-3.397757804,1.694148824,,,,,1.10014436,2.481290661,,,,6.685324992,0.051694023,,,,,,0.445008621,0.21967758,0.411326307,0.203782558,,,SN Ia,1.194
1630,,60149.17218,60151.57631,60153.58322,,,-19.323786,-18.699794,-18.867153,,,,-7.155192416,0.515982059,-4.045160013,0.777334651,-0.721503403,0.678544154,,,,2.19183413,0.644798215,0.999985867,,,0.073541205,3.966933334,1.357424319,,,,0.723245959,0.255950297,0.298264694,0.144883179,0.283110814,0.146244499,,,SN II,0.692
1636,,60181.16293,60184.94723,60185.2011,60185.55822,,-19.896534,-20.539688,-20.470552,-20.349421,,,-9.394972011,0.060566107,-6.486161742,0.804058082,-2.062595699,1.001843881,0.268055688,0.306250921,,0.517081395,0.558635066,1.643394611,2.19833594,,0.029532238,0.021821586,0.034220144,0.483038531,,,0.870591736,0.250381348,0.327101088,0.146855979,0.31362248,0.165802262,0.620587694,0.379237751,SN Ia,0.889
1678,59797.76325,59804.11419,,,,-18.305692,-18.535053,,,,-7.900643422,-0.136161791,-7.761208441,0.469803272,,,,,,,3.09902908,1.440053907,,,,8.431303543,0.060227207,,,,2.210209368,0.428423522,0.801627825,0.269740622,,,,,,,SN II,0.752
1754,,60016.12535,60019.17585,60022.06877,60019.7165,,-19.260939,-19.976853,-19.870417,-19.794938,,,-8.427310728,0.556681744,-6.077451512,0.963329716,-1.655670929,1.070985002,0.323122708,0.278576547,,0.75364617,1.340077383,0.864244856,2.17096895,,3.277527885,0.039599461,0.871476075,0.85676895,,,0.921201484,0.302088727,0.343534096,0.168289022,0.327714593,0.16790948,0.611847008,0.373623431,SN Ia,0.872
1833,60181.88947,60185.9205,60185.3832,60194.6232,60183.15164,-17.216846,-17.542713,-17.753656,-17.874092,-17.902263,-6.440987624,0.114413274,0.014888213,0.147644487,0.929659614,0.337805591,1.69210424,-0.052808875,2.448796013,-0.505554782,1.925054491,0.633882499,0,0,1.247632466,3.88300117,0.026888576,0.036695622,0.042111778,0.910120657,1.183776423,0.264737105,0.299516729,0.161908074,0.185449983,0.095527198,0.19074385,0.105072972,0.34577459,0.209041858,SN II,0.32
1841,,59854.77663,59858.17227,59856.92302,59859.23056,,-18.713696,-19.811848,-20.108041,-20.152952,,,-8.963192512,0.581840856,-7.113878616,1.065302326,-2.160986269,1.276671769,-0.047463765,0.414454445,,0.814560957,1.08282364,1.557157502,2.346798506,,3.985140884,0.041312205,0.041742727,0.796511981,,,1.02000753,0.326867528,0.372127287,0.175573688,0.347252297,0.169832257,0.665430716,0.406715689,SN Ia,0.968
1871,59882.8065,59887.67045,59889.71154,,,-18.576616,-18.120498,-18.030644,,,-7.508394292,-0.042287603,-6.258288313,0.49504896,-2.913728507,0.667690767,,,,,2.581772024,1.152990002,0.587337216,,,5.940482404,0.044651199,1.219207964,,,1.785567875,0.360947004,0.652112047,0.231987469,0.271776288,0.131240221,,,,,SN II,0.59
1978,60541.72107,60548.8531,60551.77794,,,-20.764163,-20.129223,-19.736971,,,-8.034484426,-0.185458951,-7.044120588,0.505557298,-5.657451497,0.933962048,,,,,3.381107714,7.164535896,0.731893157,,,19.22957967,0.446962283,11.38063058,,,2.447826387,0.465445177,0.754440211,0.292845689,0.338386439,0.165458043,,,,,SN II,0.837
2017,60632.72299,60637.54877,60639.57305,,,-17.934299,-17.819589,-17.421313,,,-7.494023734,-0.039887114,-6.169545308,0.481618663,-2.866603207,0.663007043,,,,,2.569478342,1.672746273,0.585228627,,,6.797814688,0.057185791,1.695640725,,,1.775944905,0.359349128,0.638213697,0.229720405,0.270837406,0.130722696,,,,,SN II,0.586
2074,59802.77133,59805.79853,59808.49723,59809.24949,59804.664,-17.602079,-18.932451,-18.940137,-19.085329,-19.048714,-7.261180942,0.001304935,-6.942006419,0.182963758,-2.451203006,0.491601808,0.220979898,0.275352394,1.50024669,-0.308691132,2.454359584,0.304658078,0.550813262,0.716243042,1.661988163,4.407634554,0.020144218,0.021306325,0.024608089,0.056577945,1.603498902,0.331631506,0.503292123,0.191089788,0.235787346,0.113129812,0.218057147,0.117898411,0.398546417,0.253813947,SN Ia,0.515
2109,,60570.61928,60577.43788,60577.67506,,,-17.573021,-17.630024,-17.790899,,,,-3.72612031,0.439968178,-1.320973189,0.579222106,0.449234597,0.188747902,,,,1.341361396,1.284075048,0.607339748,,,0.045375906,0.062460578,0.524128076,,,,0.469761006,0.203925533,0.23820349,0.114908374,0.23408965,0.122757043,,,SN II,0.467
2133,,59856.45779,59861.72985,59864.37582,,,-18.610164,-18.859398,-18.889126,,,,-7.09246155,0.400140923,-3.719067939,0.707650011,-0.538605573,0.627353983,,,,0.862682988,1.178262369,1.559196345,,,0.043222806,0.037348071,0.052665051,,,,0.700152468,0.229663071,0.289347333,0.139240914,0.274624202,0.140630509,,,SN Iax,0.66
2145,,59929.47778,59933.5286,59946.19417,59935.46619,,-18.868929,-19.795477,-20.606124,-20.554599,,,-9.724016211,0.629656868,-9.150229771,1.257442326,-3.112089037,1.665341132,-0.751515977,0.674508032,,0.934429873,0,2.33091839,2.723998372,,1.73936743,0.040878494,0.05540191,0.742800888,,,1.222902982,0.375549812,0.431342803,0.211375195,0.402261509,0.203325582,0.770013227,0.471075355,SN Ia,1.151
2147,,59853.36225,59857.01023,59860.13201,,,-18.563117,-19.491567,-19.465151,,,,-8.633134395,0.565824717,-6.435840832,1.00956064,-1.874163417,1.116827691,,,,1.200076478,0.889116466,5.806575583,,,13.40061882,11.65435061,0.117728488,,,,0.956675155,0.311058555,0.358565411,0.175762011,0.336006717,0.171341382,,,SN Ia,0.907
2168,59875.47592,59882.43326,59884.02292,59880.46477,,-16.177956,-15.994528,-16.121383,-16.157909,,-2.216649665,0.291157379,-1.33085466,0.864391106,1.352829722,0.376708033,1.828017425,-0.266912797,,,0.543816807,0.669940532,0,1.070975639,,0.035176616,0.042954289,0.04435346,0.062372023,,0.639785118,0.213829217,0.397766815,0.154591894,0.196380302,0.09053776,0.195086123,0.103445398,,,SN II,0.221
2187,,60203.2893,60207.26912,60199.3783,,,-17.199815,-17.515888,-17.739273,,,,-2.487988452,0.388218304,0.087303151,0.490101406,1.380554704,-0.086054506,,,,0.822465568,1.14562683,0,,,0.065852732,0.051949903,0.057014566,,,,0.450195804,0.182232046,0.214200772,0.102556832,0.203834202,0.110630518,,,SN II,0.357
2223,,,59829.9824,59835.0596,,,,-20.27548,-20.63049,,,,,,-9.760735168,1.332487727,-3.372086099,1.830637173,,,,,1.109223615,8.576981203,,,,19.33025456,0.263530351,,,,,,0.44872135,0.221557485,0.417647913,0.211586853,,,SN Ia,1.206
2228,60603.38455,60598.94494,60610.22894,60611.41216,,-17.620139,-18.356995,-18.146061,-17.972502,,-7.572859761,-0.054849659,-6.070726309,0.627771416,-3.106823804,0.73019623,-0.308181745,0.505974767,,,2.753114507,0.916120699,0,0.690922386,,4.615369708,0.03554155,0.053651389,0.229759551,,1.840957503,0.369812253,0.639842532,0.223747696,0.276736148,0.132909425,0.264641306,0.13726615,,,SN II,0.612
2246,59837.60552,59842.95946,59844.83241,59846.3577,59844.25354,-17.756314,-19.284524,-19.644185,-19.636865,-19.738382,-7.663183304,-0.074682567,-6.883235463,0.467945742,-3.613884209,0.722849375,-0.476805727,0.619777404,1.197005804,-0.042238961,2.863041488,0.622008698,0.520909617,0.720891151,1.747758209,6.941545501,0.023232162,0.025695011,0.027620667,0.640770625,1.928159674,0.383721752,0.586445556,0.216399469,0.265394354,0.129570665,0.247419063,0.130299569,0.490962477,0.299340282,SN Ia,0.646
2252,60657.12185,60661.97304,60664.0058,,,-17.877776,-18.000124,-17.503599,,,-7.505344427,-0.041125007,-6.404400789,0.389760762,-2.890687262,0.66485214,,,,,2.57479471,0.976571884,0.586209227,,,4.927723192,0.03706825,1.054669926,,,1.780245021,0.360147875,0.659668041,0.231120156,0.271257556,0.130983404,,,,,SN II,0.588
2265,60188.10932,60190.20522,60191.12429,60190.13375,,-15.42829,-16.442107,-16.684672,-16.961891,,-6.229975151,0.13876755,-3.020337334,0.402371264,0.537667582,0.31395325,1.427376261,-0.223964833,,,1.829509909,0.445552072,1.037656401,0.520980817,,5.793243667,1.361454145,0.044611104,1.07464818,,1.107321284,0.252852817,0.446543277,0.176111727,0.205838871,0.096065095,0.203167726,0.108029026,,,SN Ibc,0.278
2304,,59841.39653,59845.52042,59841.84845,,,-18.96809,-19.821616,-20.416311,,,,-9.784540804,0.634460142,-9.393483569,1.26675687,-3.432933649,1.612450292,,,,0.947822106,2.526235565,3.257292475,,,8.390756569,0.061509151,0.05431422,,,,1.246335282,0.380976973,0.437047656,0.214509461,0.404911279,0.204745338,,,SN Ia,1.171
2372,60207.29481,60213.8133,60217.42577,60213.2095,60214.4389,-18.128563,-17.817861,-17.908459,-17.954786,-18.01996,-6.4961317,-0.03312692,-1.216735508,0.495048078,0.375219662,0.521924661,1.715215141,-0.015861216,2.504105303,-0.46255235,1.402347854,0.675419546,0.538597338,0,1.963007617,0.044966638,0.027453339,0.026695853,0.036873592,0.078893175,0.897589517,0.258091625,0.36350983,0.171630435,0.201404694,0.098363071,0.193925875,0.108338822,0.339617391,0.210957838,SN II,0.334
2410,59900.335,59906.02009,59908.63529,59908.24463,59906.73448,-18.545649,-18.027002,-18.061804,-18.086618,-18.165089,-5.610936655,-0.447483209,-0.980742773,0.40053103,0.040664536,0.546673055,1.477720473,0.069131782,2.191662018,-0.410225471,0.383599181,0.360030612,0.61278291,0.805720059,1.335832931,0.015135251,0.023311819,0.028026189,0.035794461,0.99794118,0.59044132,0.236620016,0.283626596,0.145387107,0.193790683,0.099437091,0.195467732,0.108615642,0.371115164,0.224981471,SN II,0.387
2451,,59844.92848,59847.47051,59845.45369,59848.53172,,-18.907096,-19.610275,-19.598937,-19.704577,,,-7.506046482,0.617219301,-5.006522096,0.825593297,-1.14515872,0.857464309,0.700322673,0.078373678,,0.973618796,0.619652298,1.318258625,2.725139604,,0.038642691,0.028607353,0.036450179,0.105594974,,,0.774858427,0.258031072,0.310573071,0.145298498,0.293123466,0.148255535,0.55511491,0.336990226,SN Ia,0.768
2683,,60146.48904,60148.55623,60148.2605,60148.02492,,-19.829561,-19.940259,-19.949733,-20.134985,,,-7.049930195,0.530545075,-3.76080984,0.754177202,-0.73547708,0.663247962,1.143229623,-0.02397804,,2.899023745,1.832421612,3.275297983,1.775485786,,0.119633035,0.052499763,0.07676985,1.441236671,,,0.692504388,0.246180981,0.272642007,0.137023968,0.260376698,0.137857386,0.498055916,0.303446898,SN Ia,0.659
2687,,60624.0277,60626.34223,60628.16466,,,-19.262221,-19.4669,-19.6032,,,,-6.975780446,0.491745406,-3.76704,0.75036,-0.591730824,0.624061397,,,,4.841327773,0.63039339,0.978081758,,,0.069344864,8.18545719,2.736678707,,,,0.72848329,0.251871416,0.291635409,0.141466612,0.277245814,0.143409465,,,SN Ia,0.667
2702,60212.47631,60220.10261,60221.84364,,,-18.613973,-18.215644,-18.361594,,,-6.479364831,-0.1546301,-5.706203069,0.373203405,-1.994114151,0.57746563,,,,,0.903172484,1.057742917,0.543862561,,,0.039624272,0.046680972,0.864044361,,,1.269652095,0.318689923,0.578261682,0.205083107,0.25164382,0.120832408,,,,,SN II,0.507
2794,60220.42356,60224.84247,60228.24499,60230.0798,60232.23819,-17.955314,-19.498486,-19.930038,-19.832892,-19.938186,-7.789665541,-0.104829002,-6.610565747,0.75880264,-4.08360244,0.813538094,-0.734003705,0.703191133,0.921960109,-0.079145428,3.031969484,0.692184796,0.543597914,1.195980217,1.496766854,5.907935696,0.015799182,0.019861301,0.028816864,0.064333742,2.064481868,0.405419243,0.682374621,0.219903017,0.293786777,0.136990942,0.282259801,0.142844001,0.515548858,0.304841147,SN Ia,0.698
2856,,60639.73829,60645.73633,60645.36671,,,-17.430051,-17.920862,-18.13747,,,,-5.870379859,0.393925876,-2.202669235,0.562710771,0.136162663,0.296736786,,,,1.42183115,1.327219181,1.483064648,,,0.060286518,0.052511324,0.060230561,,,,0.597873369,0.215601287,0.254423149,0.121156483,0.24457318,0.126520192,,,SN Ibc,0.523
2860,,,,60125.0336,60123.2867,,,,-19.642127,-19.284997,,,,,,,-2.1859196,0.4543665,1.41689207,-0.1248129,,,,2.12656037,1.5729668,,,,0.04922974,1.86499415,,,,,,,0.2572691,0.1330949,0.46227664,0.28140879,SN Ia,0.588
2909,59809.50921,59809.5016,59811.10728,59820.57128,,-17.775825,-17.210483,-17.329289,-17.515026,,-6.938889193,0.05415007,-1.777264578,0.738286171,0.214388412,0.432219978,1.360084593,-0.130240218,,,0.678183256,1.019804747,1.250630864,0,,0.036163618,0.034716741,0.038352747,0.052745928,,1.112023374,0.250558658,0.378066065,0.170854783,0.205452609,0.100702481,0.200693471,0.108286892,,,SN II,0.352
2943,60167.75268,60173.06882,60176.47965,60178.06007,60176.54244,-18.795726,-19.891375,-20.350958,-20.001014,-20.017705,-7.945438816,-0.150675465,-8.510812918,0.191735082,-5.135168485,0.707216428,-1.15941126,0.863904481,0.693782503,0.143029069,3.293920233,0.437899,0.401868688,0.938299338,1.978044643,6.152772732,0.023002282,0.02010508,0.034267145,0.51326139,2.279011892,0.439215935,0.752085275,0.242415449,0.302856582,0.138286209,0.300903671,0.149399644,0.559447929,0.341565659,SN Ia,0.777
2949,,,60295.84183,60300.69018,,,,-19.346116,-19.903022,,,,,,-9.371520216,1.294680692,-3.21007874,1.718437437,,,,,1.082799835,5.472298128,,,,17.12156745,0.111957782,,,,,,0.43791205,0.21608268,0.408072971,0.207240075,,,SN Ia,1.171
2970,60592.36343,60595.07273,60597.40757,60595.69905,60592.7588,-18.734655,-19.647509,-19.475223,-19.51147,-19.382293,-8.24482273,-0.304590135,-5.44875434,0.625735442,-1.067165461,0.611860018,0.281467199,0.152987562,2.012367888,-0.32620972,0.414815856,0.448594661,0.358340656,0.552850238,1.882617188,0.020913531,0.009212795,0.011213246,0.015002572,0.049525019,0.960724339,0.237809088,0.273455794,0.163565969,0.14770723,0.090322215,0.154993609,0.100674281,0.281169625,0.194354282,SN Ia,0.452
2975,,59835.32116,59838.55116,59834.38889,,,-18.992276,-19.803401,-19.953518,,,,-8.717679555,0.569711709,-6.603595586,1.02992497,-1.889501694,1.203608379,,,,0.785188618,1.974150872,4.476751754,,,5.417628135,0.06437656,0.113381409,,,,0.972049702,0.314921838,0.35925238,0.177449932,0.33924937,0.172798503,,,SN Ia,0.922
3004,60173.69802,60172.338,60173.0994,60172.91452,,-18.416971,-18.245161,-17.920133,-17.673732,,-9.128964016,-0.764626379,-5.15735224,-0.070226531,-0.938084307,0.407602648,0.779559366,0.049721378,,,0.267652642,0,0.855629343,0.574706023,,0.033033009,0.021598435,0.042771793,0.437410252,,1.017724213,0.267102139,0.45479226,0.177486442,0.22680941,0.108017747,0.222434043,0.117240515,,,SN II,0.404
3008,59781.08827,59780.95921,59782.9461,59789.08649,,-15.069555,-15.855244,-15.497737,-15.479444,,-5.671569481,0.1972719,-0.497295538,0.06690338,1.835717815,0.205119737,2.01238143,-0.448141401,,,1.641080034,10.72160049,0,0.000171127,,4.02097141,0.451252212,0.059565073,0.097842664,,0.953520456,0.229506275,0.397738488,0.160128397,0.184555243,0.088756616,0.189607368,0.101825557,,,SN II,0.177
3022,59852.79495,59856.16415,59857.6323,59857.68703,,-16.789165,-16.9737,-16.789784,-16.701024,,-6.925369916,0.052342725,-4.570614415,0.50433101,-1.103271994,0.493426074,0.656962879,0.101802619,,,2.101604522,0.000106837,0.504591934,0.786050243,,3.649540607,0.063860843,0.262230409,0.38231171,,1.402628641,0.299441324,0.525452299,0.191851865,0.233701863,0.111483559,0.226661206,0.119186722,,,SN II,0.427
3028,,59824.92829,59827.09571,59829.24041,59826.40157,,-19.287764,-19.529005,-19.635395,-19.656446,,,-6.625774199,0.492715944,-3.349516217,0.704757437,-0.380753452,0.480492655,1.270675404,-0.070699882,,0.607217643,1.185948995,1.520347428,1.716503239,,3.010614962,0.032889245,0.038004749,0.982880348,,,0.692928116,0.242404103,0.271232092,0.134826778,0.240828725,0.130530085,0.481134926,0.293014249,SN Ia,0.626
3029,59868.53135,59872.79929,59876.24962,59875.90879,59878.49815,-17.932452,-19.663144,-19.968684,-19.751312,-19.924284,-7.769095136,-0.099622593,-6.949846035,0.629887464,-3.976576313,0.829764652,-0.649536151,0.758218798,1.008175463,-0.028325327,3.002297938,0.416051043,0.460676354,1.039152858,2.072918127,5.038796144,0.015006656,0.017750486,0.033421609,0.073067446,2.040601923,0.401629855,0.706662325,0.206482054,0.295209822,0.134488541,0.281468923,0.141691601,0.513211227,0.309087608,SN Ia,0.689
3190,,60564.89718,60572.5614,60574.56601,,,-19.469763,-19.70338,-19.539681,,,,-5.538466963,0.420322801,-3.399521756,0.842644708,-0.787236297,0.659996185,,,,2.412999258,0,1.440321289,,,0.052251949,0.034581452,0.047006806,,,,0.615483239,0.263185085,0.254480912,0.139836111,0.277786753,0.14684415,,,SN II,0.739
3206,60657.30576,60662.68623,60664.92542,,,-18.197789,-18.051995,-17.67512,,,-7.666071374,-0.074709108,-6.911234445,0.403961305,-3.533539552,0.727682362,,,,,2.756695314,1.360520742,0.61844979,,,6.447567728,0.043152745,1.879675732,,,1.927781809,0.383721539,0.709199291,0.245141772,0.286137063,0.138631507,,,,,SN II,0.646
3210,,60228.83889,60232.0141,60231.97302,,,-19.508526,-20.242157,-20.182371,,,,-8.633513457,0.565973967,-6.38661525,1.020613794,-1.833484808,1.155055903,,,,0.775502199,0,1.752799236,,,1.253322112,0.023223076,0.03539245,,,,0.956657041,0.311047633,0.350418214,0.172734678,0.323321639,0.169744936,,,SN Ia,0.907
